timestamp_ms,value
5960,0
5964,100
5969,200
5972,300
5975,400
5978,500
5981,600
5984,700
5987,800
5990,900
5993,1000
6551,1100
6555,1200
6559,1300
6562,1400
6566,1500
6570,1600
6574,1700
6578,1800
6582,1900
6585,2000
6995,2100
6999,2200
7003,2300
7006,2400
7010,2500
7014,2600
7018,2700
7021,2800
7024,2900
7028,3000
7559,3100
7563,3200
7567,3300
7571,3400
7575,3500
7579,3600
7583,3700
7587,3800
7591,3900
7594,4000
8088,4100
8092,4200
8095,4300
8099,4400
8103,4500
8107,4600
8110,4700
8114,4800
8118,4900
8122,5000
8579,5100
8584,5200
8587,5300
8592,5400
8595,5500
8600,5600
8603,5700
8607,5800
8611,5900
8620,6000
9109,6100
9113,6200
9117,6300
9121,6400
9124,6500
9128,6600
9131,6700
9135,6800
9139,6900
9142,7000
9581,7100
9585,7200
9588,7300
9592,7400
9595,7500
9599,7600
9603,7700
9607,7800
9610,7900
9614,8000
9932,8100
9935,8200
9938,8300
9941,8400
9944,8500
9947,8600
9951,8700
9954,8800
9958,8900
9961,9000
10301,9100
10304,9200
10308,9300
10317,9400
10321,9500
10325,9600
10329,9700
10333,9800
10337,9900
10346,10000
10717,10100
10722,10200
10726,10300
10730,10400
10735,10500
10739,10600
10744,10700
10748,10800
10752,10900
10756,11000
11314,11100
11317,11200
11320,11300
11324,11400
11327,11500
11329,11600
11331,11700
11332,11800
11334,11900
11336,12000
12024,12100
12028,12200
12032,12300
12035,12400
12039,12500
12043,12600
12047,12700
12051,12800
12054,12900
12058,13000
12540,13100
12544,13200
12548,13300
12552,13400
12556,13500
12560,13600
12568,13700
12572,13800
12576,13900
12580,14000
12992,14100
12995,14200
12998,14300
13002,14400
13005,14500
13008,14600
13011,14700
13014,14800
13016,14900
13019,15000
13471,15100
13475,15200
13478,15300
13481,15400
13485,15500
13488,15600
13491,15700
13494,15800
13498,15900
13501,16000
13822,16100
13824,16200
13828,16300
13831,16400
13835,16500
13839,16600
13842,16700
13846,16800
13849,16900
13853,17000
14189,17100
14192,17200
14197,17300
14200,17400
14205,17500
14208,17600
14213,17700
14221,17800
14224,17900
14229,18000
14676,18100
14680,18200
14683,18300
14686,18400
14690,18500
14694,18600
14697,18700
14701,18800
14705,18900
14708,19000
15141,19100
15145,19200
15148,19300
15151,19400
15155,19500
15158,19600
15161,19700
15164,19800
15168,19900
15171,20000
15525,20100
15534,20200
15538,20300
15541,20400
15545,20500
15548,20600
15552,20700
15556,20800
15559,20900
15563,21000
16016,21100
16019,21200
16023,21300
16027,21400
16032,21500
16037,21600
16044,21700
16052,21800
16056,21900
16064,22000
16404,22100
16408,22200
16412,22300
16416,22400
16420,22500
16423,22600
16427,22700
16430,22800
16434,22900
16438,23000
16780,23100
16783,23200
16787,23300
16791,23400
16795,23500
16799,23600
16803,23700
16807,23800
16810,23900
16814,24000
17518,24100
17521,24200
17525,24300
17529,24400
17532,24500
17536,24600
17539,24700
17543,24800
17547,24900
17551,25000
17907,25100
17913,25200
17918,25300
17922,25400
17928,25500
17939,25600
17942,25700
17948,25800
17959,25900
17964,26000
18429,26100
18433,26200
18437,26300
18440,26400
18444,26500
18453,26600
18457,26700
18461,26800
18464,26900
18468,27000
19009,27100
19012,27200
19015,27300
19018,27400
19021,27500
19025,27600
19028,27700
19032,27800
19035,27900
19039,28000
19551,28100
19555,28200
19558,28300
19561,28400
19564,28500
19569,28600
19572,28700
19576,28800
19580,28900
19584,29000
20027,29100
20035,29200
20038,29300
20042,29400
20046,29500
20050,29600
20054,29700
20058,29800
20063,29900
20067,30000
20433,30100
20437,30200
20440,30300
20444,30400
20447,30500
20450,30600
20453,30700
20456,30800
20459,30900
20462,31000
21028,31100
21031,31200
21035,31300
21038,31400
21042,31500
21045,31600
21048,31700
21052,31800
21055,31900
21058,32000
21438,32100
21443,32200
21451,32300
21459,32400
21463,32500
21467,32600
21471,32700
21474,32800
21478,32900
21482,33000
21969,33100
21973,33200
21977,33300
21989,33400
21992,33500
21999,33600
22003,33700
22008,33800
22012,33900
22019,34000
22384,34100
22389,34200
22393,34300
22396,34400
22400,34500
22404,34600
22407,34700
22410,34800
22413,34900
22416,35000
22924,35100
22927,35200
22929,35300
22931,35400
22933,35500
22935,35600
22938,35700
22940,35800
22943,35900
22946,36000
23452,36100
23456,36200
23460,36300
23464,36400
23468,36500
23472,36600
23476,36700
23480,36800
23484,36900
23488,37000
23962,37100
23969,37200
23973,37300
23977,37400
23981,37500
23985,37600
23989,37700
23992,37800
23996,37900
24001,38000
24423,38100
24427,38200
24431,38300
24435,38400
24439,38500
24443,38600
24447,38700
24451,38800
24455,38900
24459,39000
24933,39100
24937,39200
24941,39300
24945,39400
24949,39500
24953,39600
24957,39700
24962,39800
24965,39900
24969,40000
25330,40100
25334,40200
25338,40300
25342,40400
25346,40500
25349,40600
25352,40700
25354,40800
25358,40900
25362,41000
25738,41100
25742,41200
25746,41300
25754,41400
25758,41500
25763,41600
25767,41700
25771,41800
25775,41900
25779,42000
26240,42100
26244,42200
26248,42300
26253,42400
26256,42500
26261,42600
26270,42700
26276,42800
26283,42900
26287,43000
26750,43100
26753,43200
26757,43300
26761,43400
26765,43500
26769,43600
26773,43700
26777,43800
26781,43900
26785,44000
27279,44100
27284,44200
27288,44300
27292,44400
27296,44500
27300,44600
27304,44700
27308,44800
27313,44900
27317,45000
27749,45100
27757,45200
27764,45300
27769,45400
27772,45500
27780,45600
27787,45700
27794,45800
27799,45900
27806,46000
28314,46100
28317,46200
28321,46300
28324,46400
28326,46500
28328,46600
28330,46700
28332,46800
28334,46900
28335,47000
28993,47100
28997,47200
29000,47300
29004,47400
29008,47500
29011,47600
29014,47700
29017,47800
29021,47900
29024,48000
29416,48100
29420,48200
29424,48300
29427,48400
29431,48500
29434,48600
29438,48700
29442,48800
29446,48900
29450,49000
29980,49100
29987,49200
29991,49300
29993,49400
30000,49500
30004,49600
30008,49700
30013,49800
30020,49900
30029,50000
30579,50100
30581,50200
30584,50300
30587,50400
30590,50500
30593,50600
30596,50700
30600,50800
30603,50900
30606,51000
31171,51100
31175,51200
31180,51300
31184,51400
31188,51500
31192,51600
31197,51700
31207,51800
31212,51900
31216,52000
31583,52100
31587,52200
31592,52300
31596,52400
31601,52500
31606,52600
31610,52700
31615,52800
31620,52900
31624,53000
32084,53100
32090,53200
32094,53300
32101,53400
32105,53500
32113,53600
32120,53700
32124,53800
32132,53900
32141,54000
32536,54100
32543,54200
32548,54300
32556,54400
32565,54500
32572,54600
32575,54700
32581,54800
32585,54900
32589,55000
33056,55100
33061,55200
33065,55300
33069,55400
33073,55500
33078,55600
33083,55700
33087,55800
33093,55900
33097,56000
33459,56100
33464,56200
33469,56300
33474,56400
33478,56500
33482,56600
33486,56700
33490,56800
33495,56900
33498,57000
33862,57100
33869,57200
33875,57300
33886,57400
33894,57500
33899,57600
33903,57700
33911,57800
33915,57900
33922,58000
34407,58100
34411,58200
34414,58300
34419,58400
34423,58500
34427,58600
34430,58700
34434,58800
34438,58900
34442,59000
34900,59100
34905,59200
34910,59300
34915,59400
34919,59500
34923,59600
34928,59700
34933,59800
34938,59900
34943,60000
35455,60100
35460,60200
35465,60300
35469,60400
35474,60500
35479,60600
35482,60700
35487,60800
35492,60900
35496,61000
35868,61100
35876,61200
35882,61300
35888,61400
35895,61500
35900,61600
35908,61700
35915,61800
35920,61900
35924,62000
36394,62100
36399,62200
36403,62300
36409,62400
36413,62500
36418,62600
36423,62700
36428,62800
36432,62900
36436,63000
36893,63100
36898,63200
36904,63300
36909,63400
36914,63500
36920,63600
36924,63700
36929,63800
36934,63900
36940,64000
37408,64100
37413,64200
37417,64300
37422,64400
37427,64500
37431,64600
37435,64700
37440,64800
37445,64900
37449,65000
37930,65100
37937,65200
37945,65300
37949,65400
37957,65500
37969,65600
37978,65700
37985,65800
37992,65900
38000,66000
38590,66100
38597,66200
38603,66300
38608,66400
38614,66500
38619,66600
38625,66700
38630,66800
38637,66900
38644,67000
39002,67100
39009,67200
39022,67300
39036,67400
39042,67500
39048,67600
39054,67700
39060,67800
39067,67900
39074,68000
39542,68100
39549,68200
39556,68300
39563,68400
39570,68500
39579,68600
39586,68700
39594,68800
39601,68900
39609,69000
39984,69100
39995,69200
40005,69300
40011,69400
40017,69500
40025,69600
40034,69700
40042,69800
40050,69900
40058,70000
40683,70100
40691,70200
40699,70300
40706,70400
40715,70500
40724,70600
40732,70700
40738,70800
40748,70900
40754,71000
41228,71100
41235,71200
41240,71300
41246,71400
41252,71500
41257,71600
41262,71700
41268,71800
41274,71900
41280,72000
41798,72100
41805,72200
41810,72300
41817,72400
41823,72500
41831,72600
41838,72700
41844,72800
41851,72900
41857,73000
42234,73100
42241,73200
42252,73300
42260,73400
42273,73500
42280,73600
42289,73700
42297,73800
42307,73900
42316,74000
42730,74100
42830,74200
42923,74300
43020,74400
43109,74500
43213,74600
43280,74700
43294,74800
43302,74900
43312,75000
43869,75100
43875,75200
43882,75300
43888,75400
43895,75500
43901,75600
43905,75700
43911,75800
43917,75900
43923,76000
44299,76100
44307,76200
44312,76300
44318,76400
44324,76500
44330,76600
44336,76700
44341,76800
44347,76900
44353,77000
44714,77100
44722,77200
44736,77300
44743,77400
44747,77500
44756,77600
44764,77700
44773,77800
44782,77900
44788,78000
45304,78100
45309,78200
45314,78300
45318,78400
45323,78500
45327,78600
45333,78700
45338,78800
45343,78900
45348,79000
45827,79100
45833,79200
45838,79300
45845,79400
45851,79500
45857,79600
45861,79700
45866,79800
45871,79900
45876,80000
46409,80100
46414,80200
46419,80300
46425,80400
46431,80500
46436,80600
46441,80700
46446,80800
46452,80900
46457,81000
46898,81100
46910,81200
46918,81300
46927,81400
46933,81500
46943,81600
46951,81700
46959,81800
46965,81900
46975,82000
47345,82100
47353,82200
47363,82300
47374,82400
47384,82500
47393,82600
47404,82700
47414,82800
47419,82900
47426,83000
47782,83100
47791,83200
47799,83300
47807,83400
47815,83500
47823,83600
47831,83700
47839,83800
47846,83900
47852,84000
48223,84100
48229,84200
48236,84300
48250,84400
48256,84500
48263,84600
48270,84700
48276,84800
48283,84900
48290,85000
48792,85100
48803,85200
48811,85300
48817,85400
48823,85500
48832,85600
48840,85700
48849,85800
48854,85900
48860,86000
49234,86100
49246,86200
49256,86300
49265,86400
49277,86500
49284,86600
49292,86700
49299,86800
49307,86900
49313,87000
49850,87100
49856,87200
49862,87300
49866,87400
49873,87500
49878,87600
49885,87700
49890,87800
49897,87900
49903,88000
50287,88100
50295,88200
50301,88300
50308,88400
50314,88500
50319,88600
50324,88700
50328,88800
50334,88900
50340,89000
50864,89100
50873,89200
50877,89300
50887,89400
50894,89500
50899,89600
50909,89700
50917,89800
50925,89900
50933,90000
51293,90100
51302,90200
51310,90300
51319,90400
51328,90500
51336,90600
51343,90700
51353,90800
51360,90900
51366,91000
52034,91100
52040,91200
52046,91300
52051,91400
52056,91500
52061,91600
52066,91700
52071,91800
52077,91900
52083,92000
52475,92100
52489,92200
52495,92300
52500,92400
52506,92500
52510,92600
52515,92700
52525,92800
52540,92900
52559,93000
52960,93100
52971,93200
52979,93300
52984,93400
52989,93500
52999,93600
53017,93700
53032,93800
53047,93900
53059,94000
53458,94100
53466,94200
53474,94300
53480,94400
53489,94500
53498,94600
53506,94700
53514,94800
53524,94900
