timestamp_ms,height
17192.967,0
17197.201,100
17202.624,200
17206.564,300
17210.515,400
17214.661,500
17218.845,600
17222.429,700
17226.562,800
17230.107,900
17233.986,1000
17237.729,1100
17241.695,1200
17244.925,1300
17248.951,1400
17252.865,1500
17257.035,1600
17260.934,1700
17264.754,1800
17268.672,1900
17272.440,2000
17276.816,2100
17280.191,2200
17284.122,2300
17287.479,2400
17291.560,2500
17295.264,2600
17299.549,2700
17303.287,2800
17307.125,2900
17310.897,3000
17314.640,3100
17318.591,3200
17322.062,3300
17326.118,3400
17329.650,3500
17333.838,3600
17337.484,3700
17341.628,3800
17345.413,3900
17349.224,4000
17353.059,4100
17356.877,4200
17360.804,4300
17364.576,4400
17368.855,4500
17372.423,4600
17376.499,4700
17379.999,4800
17383.883,4900
17387.509,5000
17391.607,5100
17395.197,5200
17399.325,5300
17402.846,5400
17406.740,5500
17410.650,5600
17414.391,5700
17418.319,5800
17421.968,5900
17426.056,6000
17429.810,6100
17433.831,6200
17437.379,6300
17441.657,6400
17445.395,6500
17449.294,6600
17452.873,6700
17456.791,6800
17460.645,6900
17464.339,7000
17467.983,7100
17471.729,7200
17475.753,7300
17479.493,7400
17483.523,7500
17487.208,7600
17491.416,7700
17495.231,7800
17498.945,7900
17502.672,8000
17506.560,8100
17510.906,8200
17514.707,8300
17518.665,8400
17522.387,8500
17526.463,8600
17530.108,8700
17534.446,8800
17538.163,8900
17542.085,9000
17545.602,9100
17549.729,9200
17553.424,9300
17557.514,9400
17561.313,9500
17565.303,9600
17568.937,9700
17572.693,9800
17576.938,9900
17580.526,10000
17584.380,10100
17588.026,10200
17591.876,10300
17595.464,10400
17599.285,10500
17603.071,10600
17607.034,10700
17611.103,10800
17614.835,10900
17618.779,11000
17622.558,11100
17626.350,11200
17629.836,11300
17633.801,11400
17637.569,11500
17641.869,11600
17645.504,11700
17649.513,11800
17653.132,11900
17657.078,12000
17660.796,12100
17664.717,12200
17668.636,12300
17672.287,12400
17676.132,12500
17679.569,12600
17683.637,12700
17687.276,12800
17691.249,12900
17694.860,13000
17698.905,13100
17702.755,13200
17706.431,13300
17710.395,13400
17714.018,13500
17717.850,13600
17721.634,13700
17725.942,13800
17729.458,13900
17733.640,14000
17737.355,14100
17741.376,14200
17745.248,14300
17749.343,14400
17752.992,14500
17756.739,14600
