timestamp_ms,physical_bytes,peak_physical_bytes
0,3441048,3441048
5005,638378008,639033392
10010,638378008,639033392
15010,652189744,652189744
20010,1049207312,1049207312
25009,1284580096,1284580096
30010,1928144480,1978148328
35010,2369185880,2468636736
40010,3597675976,4131401112
45009,2097346320,4618515952
50010,3019634592,4618515952
55010,4718705072,5038537112
60010,3231316736,5038537112
65006,4512496384,5038537112
70010,2631056656,5613026384
75004,4546641360,5613026384
80001,3776184768,5613026384
85005,3535143288,5613026384
90010,6011290720,6011290720
95010,3465266752,6065390736
100001,5047780640,6065390736
105009,3375679448,6065390736
110009,4473407808,6065390736
115004,3136408328,6065390736
120005,4685679392,6065390736
125003,3242757760,6378360232
130005,4499377720,6378360232
135004,3291123784,6378360232
139158,3665072464,6378360232
