timestamp_ms,physical_bytes,peak_physical_bytes
0,3441048,3441048
5005,638574616,639230000
10004,638574616,639230000
15005,652468272,652468272
20000,1056285128,1056285128
25005,1292264072,1292264072
30005,2033427944,2033427944
35005,2375690352,2542184440
40005,3740380568,4202016032
45005,2091300288,4838421736
50005,3288823232,4838421736
55005,4942887584,5076810328
60003,3442473848,5076810328
65005,4385979472,5076810328
70005,2736750368,5355486768
75005,4847517472,5355486768
80003,2628403600,5610209560
85005,3519725848,5610209560
90005,5179114280,5729649400
95004,3999597736,5729649400
100005,4941841264,5729649400
105005,3913451456,5729649400
110004,4531603776,5729649400
115005,3111340640,5729649400
120004,4433758840,5729649400
125005,2922679792,6250171480
130003,4907338936,6250171480
135001,3097448232,6250171480
140005,4446293680,6250171480
145005,3801698760,6250171480
150005,5456531744,6250171480
155005,3989656368,6438621784
160005,6431200624,6438621784
165005,4303787496,6498112928
170005,3641858208,6498112928
175005,5577676840,6498112928
180005,3669384264,6982310408
185002,6080535816,6982310408
190002,3770704072,6982310408
195005,5586853128,6982310408
200005,4179960008,6982310408
205002,5713043296,6982310408
210005,4174324296,6982310408
215005,6175040312,6982310408
220005,4072613216,6982310408
225004,4777453760,7214458928
230005,5482063464,7214458928
235005,3792562656,7214458928
240005,5694482720,7214458928
245003,4246645936,7313140528
250005,6369651576,7313140528
255001,4094930768,7313140528
260005,6041989016,7313140528
265002,4391859128,7313140528
270005,5082788408,7313140528
275004,4870943384,7313140528
280005,3638801792,7313140528
285001,5340034192,7313140528
290005,3830118504,7313140528
295001,6594656048,7313140528
300005,4725127848,7317076096
305005,6278150944,7317076096
310005,3949362912,7415937872
315005,4766890904,7415937872
320005,5676826360,7415937872
325004,4953309064,7415937872
330005,5966446448,7415937872
335005,5267325864,8280195480
340005,6295503664,8280195480
345005,5723062872,8280195480
350005,5316528072,8280195480
355001,6667977928,8280195480
360005,4300704120,8280195480
365005,6427314576,8280195480
370005,4566470232,8280195480
375004,5782899472,8280195480
380005,4698328736,8280195480
385004,5352640808,8280195480
390005,6966808752,8280195480
395004,4810232440,8280195480
400005,7437258928,8280195480
405003,4321842624,8280195480
410004,5608985736,8280195480
415005,4437137480,8280195480
420005,4255127912,8280195480
425005,6566123376,8280195480
